cntry;name;portfolio;took_office;left_office;party;period;in_office;state_secs;ministry;term;deputies;position
GR;Nikolas Giatromanolakis [el];Deputy Minister for Modern Culture;NA;NA;Independent;NA;5 January 2021;NA;Ministry of Culture and Sports;NA;NA;NA
GR;Lefteris Avgenakis [el];Deputy Minister for Sports;NA;NA;New Democracy;NA;9 July 2019;NA;Ministry of Culture and Sports;NA;NA;NA
GR;Kostas Tsiaras;Minister for Justice;NA;NA;New Democracy;NA;9 July 2019;NA;Ministry of Justice;NA;NA;NA
GR;Giorgos Kotsiras [el];Deputy Minister for International Cooperation and Human Rights;NA;NA;New Democracy;NA;5 January 2021;NA;Ministry of Justice;NA;NA;NA
GR;Makis Voridis;Minister for the Interior;NA;NA;New Democracy;NA;5 January 2021;NA;Ministry of the Interior;NA;NA;NA
GR;Stelios Petsas [el];Alternate Minister for Local Government;NA;NA;New Democracy;NA;5 January 2021;NA;Ministry of the Interior;NA;NA;NA
GR;Stavros Kalafatis [el];Deputy Minister for Macedonia and Thrace;NA;NA;New Democracy;NA;5 January 2021;NA;Ministry of the Interior;NA;NA;NA
GR;Kyriakos Pierrakakis;Minister for Digital Governance;NA;NA;Independent;NA;9 July 2019;NA;Ministry of Digital Governance;NA;NA;NA
GR;Georgios Georgantas [el];Deputy Minister for Process Simplification;NA;NA;New Democracy;NA;9 July 2019;NA;Ministry of Digital Governance;NA;NA;NA
GR;Theodoros Livanios [el];Deputy Minister for Telecommunications and the Land Registry;NA;NA;New Democracy;NA;13 August 2021;NA;Ministry of Digital Governance;NA;NA;NA
GR;Kostas Karamanlis [el];Minister for Infrastructure and Transport;NA;NA;New Democracy;NA;9 July 2019;NA;Ministry of Infrastructure and Transport;NA;NA;NA
GR;Michalis Papadopoulos [el];Deputy Minister for Transport;NA;NA;New Democracy;NA;31 August 2021;NA;Ministry of Infrastructure and Transport;NA;NA;NA
GR;Giorgos Karagiannis [el];Deputy Minister for Infrastructure;NA;NA;New Democracy;NA;31 August 2021;NA;Ministry of Infrastructure and Transport;NA;NA;NA
GR;Ioannis Plakiotakis;Minister for Shipping and Island Policy;NA;NA;New Democracy;NA;9 July 2019;NA;Ministry of Shipping and Island Policy;NA;NA;NA
GR;Kostas Katsafados [el];Deputy Minister for the Shipping Industry;NA;NA;New Democracy;NA;5 January 2021;NA;Ministry of Shipping and Island Policy;NA;NA;NA
GR;Spilios Livanos;Minister for Rural Development and Food;NA;NA;New Democracy;NA;5 January 2021;NA;Ministry of Rural Development and Food;NA;NA;NA
GR;Giorgos Stylios [el];Deputy Minister for the Common Agricultural Policy;NA;NA;New Democracy;NA;13 August 2021;NA;Ministry of Rural Development and Food;NA;NA;NA
GR;Simos Kedikoglou [el];Deputy Minister for Fisheries Policy;NA;NA;New Democracy;NA;31 August 2021;NA;Ministry of Rural Development and Food;NA;NA;NA
GR;Vasilis Kikilias;Minister for Tourism;NA;NA;New Democracy;NA;31 August 2021;NA;Ministry of Tourism;NA;NA;NA
GR;Sofia Zacharaki;Deputy Minister for Tourism Education and Special Forms of Tourism;NA;NA;New Democracy;NA;5 January 2021;NA;Ministry of Tourism;NA;NA;NA
GR;Notis Mitarachi;Minister for Immigration and Asylum;NA;NA;New Democracy;NA;15 January 2020;NA;Ministry of Immigration and Asylum [el];NA;NA;NA
GR;Sofia Voultepsi;Deputy Minister for Integration;NA;NA;New Democracy;NA;5 January 2021;NA;Ministry of Immigration and Asylum [el];NA;NA;NA
HR;Andrej Plenković;Prime Minister;23 July 2020;NA;HDZ;NA;NA;NA;NA;NA;NA;NA
HR;Tomo Medved;Croatian Veterans;23 July 2020;NA;HDZ;NA;NA;NA;NA;NA;NA;NA
HR;Davor Božinović;Interior;23 July 2020;NA;HDZ;NA;NA;NA;NA;NA;NA;NA
HR;Zdravko Marić;Finance;23 July 2020;NA;Ind.(HDZ);NA;NA;NA;NA;NA;NA;NA
HR;Boris Milošević;Minister without portfolio responsibility for Social Affairs and Human and Minority Rights;23 July 2020;NA;SDSS;NA;NA;NA;NA;NA;NA;NA
HR;Marija Vučković;Agriculture;23 July 2020;NA;HDZ;NA;NA;NA;NA;NA;NA;NA
HR;Darko Horvat;Construction, Spatial Planning and State Property;23 July 2020;NA;HDZ;NA;NA;NA;NA;NA;NA;NA
HR;Nina Obuljen Koržinek;Culture and Media;23 July 2020;NA;HDZ;NA;NA;NA;NA;NA;NA;NA
HR;Mario Banožić;Defence;23 July 2020;NA;HDZ;NA;NA;NA;NA;NA;NA;NA
HR;Tomislav Ćorić;Economy and Sustainable Development;23 July 2020;NA;HDZ;NA;NA;NA;NA;NA;NA;NA
HR;Gordan Grlić-Radman;Foreign and European Affairs;23 July 2020;NA;HDZ;NA;NA;NA;NA;NA;NA;NA
HR;Vili Beroš;Health;23 July 2020;NA;HDZ;NA;NA;NA;NA;NA;NA;NA
HR;Ivan Malenica;Justice and Public Administration;24 July 2020;NA;HDZ;NA;NA;NA;NA;NA;NA;NA
HR;Josip Aladrović;Labour and Pension System, Family and Social Policy;23 July 2020;NA;HDZ;NA;NA;NA;NA;NA;NA;NA
HR;Oleg Butković;Maritime Affairs, Transport and Infrastructure;23 July 2020;NA;HDZ;NA;NA;NA;NA;NA;NA;NA
HR;Nataša Tramišak;Regional Development and EU Funds;23 July 2020;NA;HDZ;NA;NA;NA;NA;NA;NA;NA
HR;Radovan Fuchs;Science and Education;23 July 2020;NA;HDZ;NA;NA;NA;NA;NA;NA;NA
HR;Nikolina Brnjac;Tourism and Sports;23 July 2020;NA;HDZ;NA;NA;NA;NA;NA;NA;NA
HU;Viktor Orbán;Prime Minister;NA;NA;Fidesz;NA;10 May 2018 –;NA;NA;NA;NA;NA
HU;Zsolt Semjén;Deputy Prime MinisterMinister without portfoliofor National Politics, Church Affairs and Nationalities;NA;NA;KDNP;NA;18 May 2018 –;NA;NA;NA;NA;NA
HU;Mihály Varga;Deputy Prime MinisterMinister of Finance;NA;NA;Fidesz;NA;18 May 2018 –;NA;NA;NA;NA;NA
HU;Sándor Pintér;Deputy Prime MinisterMinister of Interior;NA;NA;Independent;NA;18 May 2018 –;NA;NA;NA;NA;NA
HU;Gergely Gulyás;Minister of the Prime Minister’s Office;NA;NA;Fidesz;NA;18 May 2018 –;NA;NA;NA;NA;NA
HU;Antal Rogán;Minister of the Prime Minister’s Cabinet Office;NA;NA;Fidesz;NA;18 May 2018 –;NA;NA;NA;NA;NA
HU;Péter Szijjártó;Minister of Foreign Affairs and Trade;NA;NA;Fidesz;NA;18 May 2018 –;NA;NA;NA;NA;NA
HU;László Trócsányi;Minister of Justice;NA;NA;Independent;NA;18 May 2018 – 30 June 2019;NA;NA;NA;NA;NA
HU;Judit Varga;Minister of Justice;NA;NA;Fidesz;NA;12 July 2019 –;NA;NA;NA;NA;NA
HU;Miklós Kásler;Minister of Human Resources;NA;NA;Independent;NA;18 May 2018 –;NA;NA;NA;NA;NA
HU;László Palkovics;Minister of National Innovation and Technology;NA;NA;Independent;NA;18 May 2018 –;NA;NA;NA;NA;NA
HU;István Nagy;Minister of Agriculture;NA;NA;Fidesz;NA;18 May 2018 –;NA;NA;NA;NA;NA
HU;Tibor Benkő;Minister of Defence;NA;NA;Independent;NA;18 May 2018 –;NA;NA;NA;NA;NA
HU;János Süli;Minister without Portfoliofor the planning, construction and commissioning of the two new blocks at Paks Nuclear Power Plant;NA;NA;KDNP;NA;18 May 2018 –;NA;NA;NA;NA;NA
HU;Andrea Bártfai-Mager;Minister without Portfoliofor managing national wealth;NA;NA;Independent;NA;18 May 2018 –;NA;NA;NA;NA;NA
HU;Katalin Novák;Minister without Portfoliofor family affairs;NA;NA;Fidesz;NA;1 October 2020 –;NA;NA;NA;NA;NA
IE;Micheál Martin;Taoiseach;27 June 2020;present;Fianna Fáil;NA;NA;NA;NA;NA;NA;NA
IE;Leo Varadkar;TánaisteMinister for Enterprise, Trade and Employment;27 June 2020;present;Fine Gael;NA;NA;NA;NA;NA;NA;NA
IE;Paschal Donohoe;Minister for Finance;27 June 2020;present;Fine Gael;NA;NA;NA;NA;NA;NA;NA
IE;Helen McEntee;Minister for Justice;27 June 2020;present;Fine Gael;NA;NA;NA;NA;NA;NA;NA
IE;Simon Coveney;Minister for Foreign AffairsMinister for Defence;27 June 2020;present;Fine Gael;NA;NA;NA;NA;NA;NA;NA
IE;Stephen Donnelly;Minister for Health;27 June 2020;present;Fianna Fáil;NA;NA;NA;NA;NA;NA;NA
IE;Norma Foley;Minister for Education;27 June 2020;present;Fianna Fáil;NA;NA;NA;NA;NA;NA;NA
IE;Michael McGrath;Minister for Public Expenditure and Reform;27 June 2020;present;Fianna Fáil;NA;NA;NA;NA;NA;NA;NA
IE;Darragh O'Brien;Minister for Housing, Local Government and Heritage;27 June 2020;present;Fianna Fáil;NA;NA;NA;NA;NA;NA;NA
IE;Charlie McConalogue;Minister for Agriculture, Food and the Marine;27 June 2020;present;Fianna Fáil;NA;NA;NA;NA;NA;NA;NA
IE;Heather Humphreys;Minister for Social ProtectionMinister for Rural and Community Development;27 June 2020;present;Fine Gael;NA;NA;NA;NA;NA;NA;NA
IE;Simon Harris;Minister for Further and Higher Education, Research, Innovation and Science;27 June 2020;present;Fine Gael;NA;NA;NA;NA;NA;NA;NA
IE;Eamon Ryan;Minister for the Environment, Climate and CommunicationsMinister for Transport;27 June 2020;present;Green Party;NA;NA;NA;NA;NA;NA;NA
IE;Catherine Martin;Minister for Tourism, Culture, Arts, Gaeltacht, Sport and Media;27 June 2020;present;Green Party;NA;NA;NA;NA;NA;NA;NA
IE;Roderic O'Gorman;Minister for Children, Equality, Disability, Integration and Youth;27 June 2020;present;Green Party;NA;NA;NA;NA;NA;NA;NA
IE;Jack Chambers;Government Chief WhipMinister of State for Gaeltacht and SportMinister of State at the Department of Defence;27 June 2020;present;FF;NA;NA;NA;NA;NA;NA;NA
IE;Pippa Hackett;Minister of State for Land Use and Biodiversity;27 June 2020;present;Green;NA;NA;NA;NA;NA;NA;NA
IE;Hildegarde Naughton;Minister of State for International and Road Transport and Logistics;27 June 2020;present;FG;NA;NA;NA;NA;NA;NA;NA
IT;Giuseppe Conte;Prime Minister;5 September 2019;13 February 2021;Independent;NA;NA;NA;NA;NA;"Undersecretaries
Mario Turco (M5S) – Delegated to Economic Planning and Investment
Andrea Martella (PD) – Delegated to Publishing and Information
Pietro Benassi (Ind.) – Delegated to Information and Security (since 22 January 2021)";NA
IT;Luigi Di Maio;Minister of Foreign Affairs;5 September 2019;13 February 2021;Five Star Movement;NA;NA;NA;NA;NA;"Deputy Ministers
Emanuela Del Re (M5S)
Marina Sereni (PD)
Undersecretaries
Manlio Di Stefano (M5S)
Ivan Scalfarotto (IV) (until 14 January 2021)
Ricardo Merlo (MAIE)";NA
IT;Luciana Lamorgese;Minister of the Interior;5 September 2019;13 February 2021;Independent;NA;NA;NA;NA;NA;"Deputy Ministers
Vito Crimi (M5S)
Matteo Mauri (PD)
Undersecretaries
Carlo Sibilia (M5S)
Achille Variati (PD)";NA
IT;Alfonso Bonafede;Minister of Justice;5 September 2019;13 February 2021;Five Star Movement;NA;NA;NA;NA;NA;"Undersecretaries
Vittorio Ferraresi (M5S)
Andrea Giorgis (PD)";NA
IT;Lorenzo Guerini;Minister of Defence;5 September 2019;13 February 2021;Democratic Party;NA;NA;NA;NA;NA;"Undersecretaries
Angelo Tofalo (M5S)
Giulio Calvisi (PD)";NA
IT;Roberto Gualtieri;Minister of Economy and Finance;5 September 2019;13 February 2021;Democratic Party;NA;NA;NA;NA;NA;"Deputy Ministers
Laura Castelli (M5S)
Antonio Misiani (PD)
Undersecretaries
Alessio Villarosa (M5S)
Pierpaolo Baretta (PD)
Maria Cecilia Guerra (LeU/Art.1)";NA
IT;Stefano Patuanelli;Minister of Economic Development;5 September 2019;13 February 2021;Five Star Movement;NA;NA;NA;NA;NA;"Deputy Minister
Stefano Buffagni (M5S)
Undersecretaries
Alessandra Todde (M5S)
Mirella Liuzzi (M5S)
Gian Paolo Manzella (PD)
Alessia Morani (PD)";NA
IT;Teresa Bellanova;Minister of Agricultural, Food and Forestry Policies;5 September 2019;14 January 2021;Italia Viva;NA;NA;NA;NA;NA;"Undersecretaries
Giuseppe L'Abbate (M5S)";NA
IT;Giuseppe Conte(Acting);Minister of Agricultural, Food and Forestry Policies;14 January 2021;13 February 2021;Independent;NA;NA;NA;NA;NA;"Undersecretaries
Giuseppe L'Abbate (M5S)";NA
IT;Sergio Costa;Minister of the Environment;5 September 2019;13 February 2021;Independent;NA;NA;NA;NA;NA;"Undersecretaries
Roberto Morassut (PD)";NA
IT;Paola De Micheli;Minister of Infrastructure and Transport;5 September 2019;13 February 2021;Democratic Party;NA;NA;NA;NA;NA;"Deputy Minister
Giancarlo Cancelleri (M5S)
Undersecretaries
Roberto Traversi (M5S)
Salvatore Margiotta (PD)";NA
IT;Nunzia Catalfo;Minister of Labour and Social Policies;5 September 2019;13 February 2021;Five Star Movement;NA;NA;NA;NA;NA;"Undersecretaries
Stanislao Di Piazza (M5S)
Francesca Puglisi (PD)";NA
IT;Lorenzo Fioramonti;Minister of Education, University and Research;5 September 2019;30 December 2019;Five Star Movement;NA;NA;NA;NA;NA;"Deputy Minister
Anna Ascani (PD)
Undersecretaries
Lucia Azzolina (M5S)
Giuseppe De Cristofaro (LeU/SI)";NA
IT;Giuseppe Conte(Acting);Minister of Education, University and Research;30 December 2019;10 January 2020;Independent;NA;NA;NA;NA;NA;"Deputy Minister
Anna Ascani (PD)
Undersecretaries
Lucia Azzolina (M5S)
Giuseppe De Cristofaro (LeU/SI)";NA
IT;Lucia Azzolina;Minister of Public Education;10 January 2020;13 February 2021;Five Star Movement;NA;NA;NA;NA;NA;"Deputy Minister
Anna Ascani (PD)
Undersecretary
Giuseppe De Cristofaro (LeU/SI)";NA
IT;Gaetano Manfredi;Minister of University and Research;10 January 2020;13 February 2021;Independent;NA;NA;NA;NA;NA;NA;NA
IT;Dario Franceschini;Minister of Cultural Heritage and Activities and Tourism;5 September 2019;13 February 2021;Democratic Party;NA;NA;NA;NA;NA;"Undersecretaries
Anna Laura Orrico (M5S)
Lorenza Bonaccorsi (PD)";NA
IT;Roberto Speranza;Minister of Health;5 September 2019;13 February 2021;Free and Equal(Art.1);NA;NA;NA;NA;NA;"Deputy Minister
Pierpaolo Sileri (M5S)
Undersecretaries
Sandra Zampa (PD)";NA
IT;Federico D'Incà;Minister for Parliamentary Relations(without portfolio);5 September 2019;13 February 2021;Five Star Movement;NA;NA;NA;NA;NA;"Undersecretaries
Gianluca Castaldi (M5S)
Simona Malpezzi (PD)";NA
IT;Fabiana Dadone;Minister of Public Administration(without portfolio);5 September 2019;13 February 2021;Five Star Movement;NA;NA;NA;NA;NA;NA;NA
IT;Francesco Boccia;Minister of Regional Affairs and Autonomies(without portfolio);5 September 2019;13 February 2021;Democratic Party;NA;NA;NA;NA;NA;NA;NA
IT;Giuseppe Provenzano;Minister for the South(without portfolio);5 September 2019;13 February 2021;Democratic Party;NA;NA;NA;NA;NA;NA;NA
IT;Elena Bonetti;Minister for Family and Equal Opportunities(without portfolio);5 September 2019;14 January 2021;Italia Viva;NA;NA;NA;NA;NA;NA;NA
IT;Giuseppe Conte(Acting);Minister for Family and Equal Opportunities(without portfolio);14 January 2021;13 February 2021;Independent;NA;NA;NA;NA;NA;NA;NA
IT;Vincenzo Amendola;Minister of European Affairs(without portfolio);5 September 2019;13 February 2021;Democratic Party;NA;NA;NA;NA;NA;"Undersecretaries
Laura Agea (M5S)";NA
IT;Vincenzo Spadafora;Minister for Sport and Youth Policies(without portfolio);5 September 2019;13 February 2021;Five Star Movement;NA;NA;NA;NA;NA;NA;NA
IT;Paola Pisano;Minister for Technological Innovation(without portfolio);5 September 2019;13 February 2021;Five Star Movement;NA;NA;NA;NA;NA;NA;NA
IT;Riccardo Fraccaro;Secretary of the Council of Ministers (Undersecretary to the Presidency of the Council of Ministers);5 September 2019;13 February 2021;Five Star Movement;NA;NA;NA;NA;NA;NA;NA
IT;Giuseppe Conte;Prime Minister;1 June 2018;5 September 2019;Independent;NA;NA;NA;NA;NA;"Undersecretaries
Giancarlo Giorgetti (Lega) – Delegated to Sport, to the CIPE, to the Implementation of the Government Program, to Space and Aerospace Policies and to Sports Betting
Vito Crimi (M5S) – Delegated to Publishing and Information, and to the Policies aimed at the Reconstruction of Earthquake Areas
Vincenzo Spadafora (M5S) – Delegated to equal Opportunities, Youth, and National Civil Service";NA
IT;Matteo Salvini;Deputy Prime Minister;1 June 2018;5 September 2019;League;NA;NA;NA;NA;NA;NA;NA
IT;Luigi Di Maio;Deputy Prime Minister;1 June 2018;5 September 2019;Five Star Movement;NA;NA;NA;NA;NA;NA;NA
IT;Enzo Moavero Milanesi;Minister of Foreign Affairs;1 June 2018;5 September 2019;Independent;NA;NA;NA;NA;NA;"Deputy Minister
Emanuela Del Re (M5S)
Undersecretaries
Manlio Di Stefano (M5S)
Ricardo Merlo (MAIE)
Guglielmo Picchi (Lega)";NA
IT;Matteo Salvini;Minister of the Interior;1 June 2018;5 September 2019;League;NA;NA;NA;NA;NA;"Deputy Minister
Stefano Candiani (Lega)
Undersecretaries
Luigi Gaetti (M5S)
Nicola Molteni (Lega)
Carlo Sibilia (M5S)";NA
IT;Alfonso Bonafede;Minister of Justice;1 June 2018;5 September 2019;Five Star Movement;NA;NA;NA;NA;NA;"Undersecretaries
Vittorio Ferraresi (M5S)
Jacopo Morrone (Lega)";NA
IT;Elisabetta Trenta;Minister of Defence;1 June 2018;5 September 2019;Five Star Movement;NA;NA;NA;NA;NA;"Undersecretaries
Angelo Tofalo (M5S)
Raffaele Volpi (Lega)";NA
IT;Giovanni Tria;Minister of Economy and Finance;1 June 2018;5 September 2019;Independent;NA;NA;NA;NA;NA;"Deputy Ministers
Laura Castelli (M5S)
Massimo Garavaglia (Lega)
Undersecretaries
Massimo Bitonci (Lega)
Alessio Villarosa (M5S)";NA
IT;Luigi Di Maio;Minister of Economic Development, Labour and Social Policies;1 June 2018;5 September 2019;Five Star Movement;NA;NA;NA;NA;NA;"Deputy Minister
Dario Galli (Lega) – Economic Development
Undersecretaries
Andrea Cioffi (M5S) – Economic Development
Davide Crippa (M5S) – Economic Development
Michele Geraci (Ind.) – Economic Development
Claudio Cominardi (M5S) – Labour and Social Policies
Claudio Durigon (Lega) – Labour and Social Policies";NA
IT;Gian Marco Centinaio;Minister of Agriculture and Tourism;1 June 2018;5 September 2019;League;NA;NA;NA;NA;NA;"Undersecretaries
Franco Manzato (Lega)
Alessandra Pesce (M5S)";NA
IT;Sergio Costa;Minister of the Environment;1 June 2018;5 September 2019;Independent;NA;NA;NA;NA;NA;"Undersecretaries
Vannia Gava (Lega)
Salvatore Micillo (M5S)";NA
IT;Danilo Toninelli;Minister of Infrastructure and Transport;1 June 2018;5 September 2019;Five Star Movement;NA;NA;NA;NA;NA;"Deputy Minister
Edoardo Rixi (Lega) (until 30 May 2019)
Undersecretaries
Michele Dell'Orco (M5S)
Armando Siri (Lega) (until 8 May 2019)";NA
IT;Marco Bussetti;Minister of Education, University and Research;1 June 2018;5 September 2019;Independent;NA;NA;NA;NA;NA;"Deputy Minister
Lorenzo Fioramonti (M5S)
Undersecretaries
Salvatore Giuliano (M5S)";NA
IT;Alberto Bonisoli;Minister of Cultural Heritage and Activities;1 June 2018;5 September 2019;Five Star Movement;NA;NA;NA;NA;NA;"Undersecretaries
Lucia Borgonzoni (Lega)
Gianluca Vacca (M5S)";NA
IT;Giulia Grillo;Minister of Health;1 June 2018;5 September 2019;Five Star Movement;NA;NA;NA;NA;NA;"Undersecretaries
Armando Bartolazzi (M5S)
Maurizio Fugatti (Lega) (until 9 November 2018)
Luca Coletto (Lega) (since 29 November 2018)";NA
IT;Riccardo Fraccaro;Minister for Parliamentary Relations and Direct Democracy(without portfolio);1 June 2018;5 September 2019;Five Star Movement;NA;NA;NA;NA;NA;"Undersecretaries
Guido Guidesi (Lega)
Vincenzo Santangelo (M5S)
Simone Valente (M5S)";NA
IT;Giulia Bongiorno;Minister of Public Administration(without portfolio);1 June 2018;5 September 2019;League;NA;NA;NA;NA;NA;"Undersecretaries
Mattia Fantinati (M5S)";NA
IT;Erika Stefani;Minister of Regional Affairs and Autonomies(without portfolio);1 June 2018;5 September 2019;League;NA;NA;NA;NA;NA;"Undersecretaries
Stefano Buffagni (M5S)";NA
IT;Barbara Lezzi;Minister for the South(without portfolio);1 June 2018;5 September 2019;Five Star Movement;NA;NA;NA;NA;NA;"Undersecretaries
Giuseppina Castiello (Lega)";NA
IT;Lorenzo Fontana;Minister for Family and Disability(without portfolio);1 June 2018;10 July 2019;League;NA;NA;NA;NA;NA;"Undersecretaries
Vincenzo Zoccano (M5S)";NA
IT;Alessandra Locatelli;Minister for Family and Disability(without portfolio);10 July 2019;5 September 2019;League;NA;NA;NA;NA;NA;"Undersecretaries
Vincenzo Zoccano (M5S)";NA
IT;Paolo Savona;Minister of European Affairs(without portfolio);1 June 2018;8 March 2019;Independent;NA;NA;NA;NA;NA;"Undersecretaries
Luciano Barra Caracciolo (Ind.)";NA
IT;Giuseppe Conte(Acting);Minister of European Affairs(without portfolio);8 March 2019;10 July 2019;Independent;NA;NA;NA;NA;NA;"Undersecretaries
Luciano Barra Caracciolo (Ind.)";NA
IT;Lorenzo Fontana;Minister of European Affairs(without portfolio);10 July 2019;5 September 2019;League;NA;NA;NA;NA;NA;"Undersecretaries
Luciano Barra Caracciolo (Ind.)";NA
